# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
labyrinthine layer development	108	1.183186e-33	1.4416244975925925e-31	2.859556	180	0.01724964	920	0.02010496384673913	1.614333	28	48	0.00412675	
somatic stem cell population maintenance	111	8.77466e-33	1.0402319904504503e-30	2.300464	260	0.02491615	443	0.0001481151197268623	1.761091	42	66	0.006190125	
embryonic placenta development	130	4.457391e-27	4.511908320692307e-25	2.15479	245	0.02347868	686	0.0038886744039358604	1.52364	49	89	0.007221813	
regulation of gonadotropin secretion	198	3.942842e-20	2.6203968625252527e-18	3.795379	70	0.006708194	1031	0.033563146291949564	2.264259	9	11	0.001326455	
3'-UTR-mediated mRNA destabilization	214	1.865633e-19	1.147189936775701e-17	3.455776	76	0.007283182	884	0.01679034811312217	2.30619	10	12	0.001473839	
homotypic cell-cell adhesion	227	5.984839e-19	3.469361074933921e-17	2.427582	130	0.01245807	962	0.025490939067567567	1.566469	30	53	0.004421518	
establishment of mitochondrion localization	238	1.914675e-18	1.058622198529412e-16	3.729547	65	0.006229037	987	0.028721230703140827	1.9372	14	20	0.002063375	
negative regulation of hormone secretion	269	1.849513e-16	9.047487571375464e-15	2.039421	163	0.01562051	765	0.008576342987320263	1.575305	37	65	0.005453206	
embryonic placenta morphogenesis	283	8.065351e-16	3.750245717632509e-14	2.48314	102	0.009774796	787	0.01023707999898348	1.915912	18	26	0.002652911	
regulation of mRNA catabolic process	284	9.093534e-16	4.213444151619719e-14	2.6382	91	0.008720652	1083	0.04604165207940905	1.696166	19	31	0.002800295	
ventral spinal cord interneuron specification	286	1.038777e-15	4.7794638262237764e-14	3.038913	72	0.006899856	493	0.000364154905862069	2.767428	11	11	0.001621223	
labyrinthine layer morphogenesis	288	1.143917e-15	5.226667987152777e-14	2.565316	95	0.009103977	869	0.01622872667433832	1.976734	15	21	0.002210759	
ventral spinal cord interneuron fate commitment	341	7.320862e-14	2.825079855073314e-12	2.692582	76	0.007283182	608	0.0017879680870230264	2.398438	13	15	0.001915991	
regulation of glial cell proliferation	352	1.205934e-13	4.508206109659091e-12	2.473856	87	0.008337326	909	0.01762257912431243	1.844952	18	27	0.002652911	
regulation of auditory receptor cell differentiation	362	1.790396e-13	6.5082378353591165e-12	3.334719	53	0.005079061	710	0.005372897541971832	2.767428	8	8	0.001179071	
maintenance of protein location in cell	391	6.659142e-13	2.2411163574936065e-11	2.066976	120	0.01149976	1073	0.044279446340167755	1.417463	42	82	0.006190125	
ventral spinal cord interneuron differentiation	408	1.702459e-12	5.490847544362746e-11	2.421532	82	0.00785817	494	0.0003675963986234818	2.441848	15	17	0.002210759	
adenohypophysis development	413	2.10524e-12	6.707712629539952e-11	2.564104	73	0.006995688	509	0.0004277491943811395	2.569755	13	14	0.001915991	
cellular response to epidermal growth factor stimulus	429	3.958899e-12	1.2143392060839163e-10	2.177313	99	0.009487302	964	0.025700209520746888	1.675022	23	38	0.003389831	
filopodium assembly	451	1.081405e-11	3.1552568503325944e-10	3.187874	48	0.004599904	974	0.027097393789527725	1.998698	13	18	0.001915991	
aorta morphogenesis	459	1.614897e-11	4.629723229411765e-10	2.030715	110	0.01054145	660	0.003081203775454546	1.976734	20	28	0.002947679	
regulation of cell proliferation involved in heart morphogenesis	507	6.669567e-11	1.7310617781656803e-9	2.139951	91	0.008720652	712	0.005428288950983146	2.248535	13	16	0.001915991	
negative regulation of muscle hypertrophy	555	2.563982e-10	6.0791782230630635e-9	2.378448	68	0.006516531	987	0.028721230703140827	1.9372	14	20	0.002063375	
spinal cord dorsal/ventral patterning	561	2.972116e-10	6.971492770766488e-9	2.147329	84	0.008049832	501	0.0003939817732734531	2.264259	18	22	0.002652911	
